,date,state_id,cat_id,sell_price,value,total_sells
109,2011-03-06,CA,HOBBIES,3337.57,1967,6565000.19
110,2011-03-06,CA,HOUSEHOLD,7936.02,2869,22768441.380000003
111,2011-03-07,CA,FOODS,5882.08,7728,45456714.24
112,2011-03-07,CA,HOBBIES,3337.57,1396,4659247.720000001
113,2011-03-07,CA,HOUSEHOLD,7936.02,1829,14514980.58
114,2011-03-08,CA,FOODS,5882.08,7305,42968594.4
115,2011-03-08,CA,HOBBIES,3337.57,1280,4272089.600000001
116,2011-03-08,CA,HOUSEHOLD,7936.02,1714,13602338.280000001
117,2011-03-09,CA,FOODS,5882.08,6797,39980497.76
118,2011-03-09,CA,HOBBIES,3337.57,1601,5343449.57
119,2011-03-09,CA,HOUSEHOLD,7936.02,1553,12324639.06
120,2011-03-10,CA,FOODS,5882.08,7099,41756885.92
121,2011-03-10,CA,HOBBIES,3337.57,1279,4268752.03
122,2011-03-10,CA,HOUSEHOLD,7936.02,1634,12967456.680000002
123,2011-03-11,CA,FOODS,5882.08,7771,45709643.68
124,2011-03-11,CA,HOBBIES,3337.57,1309,4368879.13
125,2011-03-11,CA,HOUSEHOLD,7936.02,2109,16737066.180000002
126,2011-03-12,CA,FOODS,5939.29,9243,54896857.47
127,2011-03-12,CA,HOBBIES,3465.78,1821,6311185.380000001
128,2011-03-12,CA,HOUSEHOLD,8186.06,2646,21660314.76
129,2011-03-13,CA,FOODS,5939.29,9854,58525763.66
130,2011-03-13,CA,HOBBIES,3465.78,1702,5898757.5600000005
131,2011-03-13,CA,HOUSEHOLD,8186.06,2784,22789991.040000003
132,2011-03-14,CA,FOODS,5939.29,7385,43861656.65
133,2011-03-14,CA,HOBBIES,3465.78,1259,4363417.0200000005
134,2011-03-14,CA,HOUSEHOLD,8186.06,2078,17010632.68
135,2011-03-15,CA,FOODS,5939.29,6203,36841415.87
136,2011-03-15,CA,HOBBIES,3465.78,1237,4287169.86
137,2011-03-15,CA,HOUSEHOLD,8186.06,1853,15168769.180000002
138,2011-03-16,CA,FOODS,5939.29,6408,38058970.32
139,2011-03-16,CA,HOBBIES,3465.78,1461,5063504.58
140,2011-03-16,CA,HOUSEHOLD,8186.06,1883,15414350.98
141,2011-03-17,CA,FOODS,5939.29,6314,37500677.06
142,2011-03-17,CA,HOBBIES,3465.78,1309,4536706.0200000005
143,2011-03-17,CA,HOUSEHOLD,8186.06,1881,15397978.860000001
144,2011-03-18,CA,FOODS,5939.29,6694,39757607.26
145,2011-03-18,CA,HOBBIES,3465.78,1300,4505514.0
146,2011-03-18,CA,HOUSEHOLD,8186.06,2036,16666818.16
147,2011-03-19,CA,FOODS,6026.3,9477,57111245.1
148,2011-03-19,CA,HOBBIES,3523.73,1990,7012222.7
149,2011-03-19,CA,HOUSEHOLD,8268.28,3042,25152107.76
150,2011-03-20,CA,FOODS,6026.3,9429,56821982.7
151,2011-03-20,CA,HOBBIES,3523.73,1745,6148908.85
152,2011-03-20,CA,HOUSEHOLD,8268.28,2938,24292206.64
153,2011-03-21,CA,FOODS,6026.3,6922,41714048.6
154,2011-03-21,CA,HOBBIES,3523.73,1297,4570277.81
155,2011-03-21,CA,HOUSEHOLD,8268.28,2036,16834218.080000002
156,2011-03-22,CA,FOODS,6026.3,6125,36911087.5
157,2011-03-22,CA,HOBBIES,3523.73,1449,5105884.7700000005
158,2011-03-22,CA,HOUSEHOLD,8268.28,1809,14957318.520000001
159,2011-03-23,CA,FOODS,6026.3,5549,33439938.7
160,2011-03-23,CA,HOBBIES,3523.73,1344,4735893.12
161,2011-03-23,CA,HOUSEHOLD,8268.28,1597,13204443.16
162,2011-03-24,CA,FOODS,6026.3,5174,31180076.2
163,2011-03-24,CA,HOBBIES,3523.73,1295,4563230.35
164,2011-03-24,CA,HOUSEHOLD,8268.28,1420,11740957.600000001
165,2011-03-25,CA,FOODS,6026.3,7136,43003676.800000004
166,2011-03-25,CA,HOBBIES,3523.73,1779,6268715.67
167,2011-03-25,CA,HOUSEHOLD,8268.28,2096,17330314.880000003
168,2011-03-26,CA,FOODS,6078.69,9235,56136702.15
169,2011-03-26,CA,HOBBIES,3603.34,1702,6132884.680000001
170,2011-03-26,CA,HOUSEHOLD,8378.01,2879,24120290.79
171,2011-03-27,CA,FOODS,6078.69,9089,55249213.41
172,2011-03-27,CA,HOBBIES,3603.34,1742,6277018.28
173,2011-03-27,CA,HOUSEHOLD,8378.01,2830,23709768.3
174,2011-03-28,CA,FOODS,6078.69,6613,40198376.97
175,2011-03-28,CA,HOBBIES,3603.34,1615,5819394.100000001
176,2011-03-28,CA,HOUSEHOLD,8378.01,1769,14820699.69
177,2011-03-29,CA,FOODS,6078.69,5668,34454014.919999994
178,2011-03-29,CA,HOBBIES,3603.34,1201,4327611.34
179,2011-03-29,CA,HOUSEHOLD,8378.01,1647,13798582.47
180,2011-03-30,CA,FOODS,6078.69,6021,36599792.489999995
181,2011-03-30,CA,HOBBIES,3603.34,1353,4875319.0200000005
182,2011-03-30,CA,HOUSEHOLD,8378.01,1537,12877001.370000001
183,2011-03-31,CA,FOODS,6078.69,6770,41152731.3
184,2011-03-31,CA,HOBBIES,3603.34,1562,5628417.08
185,2011-03-31,CA,HOUSEHOLD,8378.01,1727,14468823.27
186,2011-04-01,CA,FOODS,6078.69,8864,53881508.16
187,2011-04-01,CA,HOBBIES,3603.34,1724,6212158.16
188,2011-04-01,CA,HOUSEHOLD,8378.01,2239,18758364.39
189,2011-04-02,CA,FOODS,6180.82,9957,61542424.739999995
190,2011-04-02,CA,HOBBIES,3639.59,1862,6776916.58
191,2011-04-02,CA,HOUSEHOLD,8520.76,2972,25323698.72
192,2011-04-03,CA,FOODS,6180.82,10727,66301656.14
193,2011-04-03,CA,HOBBIES,3639.59,1796,6536703.640000001
194,2011-04-03,CA,HOUSEHOLD,8520.76,2818,24011501.68
195,2011-04-04,CA,FOODS,6180.82,8786,54304684.519999996
196,2011-04-04,CA,HOBBIES,3639.59,1427,5193694.930000001
197,2011-04-04,CA,HOUSEHOLD,8520.76,2143,18259988.68
198,2011-04-05,CA,FOODS,6180.82,7381,45620632.419999994
199,2011-04-05,CA,HOBBIES,3639.59,1344,4891608.96
200,2011-04-05,CA,HOUSEHOLD,8520.76,1772,15098786.72
201,2011-04-06,CA,FOODS,6180.82,7078,43747843.96
202,2011-04-06,CA,HOBBIES,3639.59,1220,4440299.8
203,2011-04-06,CA,HOUSEHOLD,8520.76,1803,15362930.280000001
204,2011-04-07,CA,FOODS,6180.82,7466,46146002.12
205,2011-04-07,CA,HOBBIES,3639.59,1356,4935284.04
206,2011-04-07,CA,HOUSEHOLD,8520.76,1753,14936892.280000001
207,2011-04-08,CA,FOODS,6180.82,7390,45676259.8
208,2011-04-08,CA,HOBBIES,3639.59,1523,5543095.57
209,2011-04-08,CA,HOUSEHOLD,8520.76,2058,17535724.080000002
210,2011-04-09,CA,FOODS,6226.14,9419,58644012.660000004
211,2011-04-09,CA,HOBBIES,3682.04,1789,6587169.56
212,2011-04-09,CA,HOUSEHOLD,8620.41,2856,24619890.96
213,2011-04-10,CA,FOODS,6226.14,10631,66190094.34
214,2011-04-10,CA,HOBBIES,3682.04,1795,6609261.8
215,2011-04-10,CA,HOUSEHOLD,8620.41,2865,24697474.65
216,2011-04-11,CA,FOODS,6226.14,7446,46359838.440000005
217,2011-04-11,CA,HOBBIES,3682.04,1667,6137960.68
218,2011-04-11,CA,HOUSEHOLD,8620.41,1985,17111513.85
219,2011-04-12,CA,FOODS,6226.14,6037,37587207.18
220,2011-04-12,CA,HOBBIES,3682.04,1438,5294773.52
221,2011-04-12,CA,HOUSEHOLD,8620.41,1706,14706419.459999999
222,2011-04-13,CA,FOODS,6226.14,5940,36983271.6
223,2011-04-13,CA,HOBBIES,3682.04,1254,4617278.16
224,2011-04-13,CA,HOUSEHOLD,8620.41,1659,14301260.19
225,2011-04-14,CA,FOODS,6226.14,6159,38346796.260000005
226,2011-04-14,CA,HOBBIES,3682.04,1473,5423644.92
227,2011-04-14,CA,HOUSEHOLD,8620.41,1798,15499497.18
228,2011-04-15,CA,FOODS,6226.14,7387,45992496.18
229,2011-04-15,CA,HOBBIES,3682.04,1473,5423644.92
230,2011-04-15,CA,HOUSEHOLD,8620.41,2062,17775285.419999998
231,2011-04-16,CA,FOODS,6302.67,8537,53805893.79
232,2011-04-16,CA,HOBBIES,3734.63,1565,5844695.95
233,2011-04-16,CA,HOUSEHOLD,8736.15,2707,23648758.05
234,2011-04-17,CA,FOODS,6302.67,9512,59950997.04
235,2011-04-17,CA,HOBBIES,3734.63,1541,5755064.83
236,2011-04-17,CA,HOUSEHOLD,8736.15,2841,24819402.15
237,2011-04-18,CA,FOODS,6302.67,6706,42265705.02
238,2011-04-18,CA,HOBBIES,3734.63,1250,4668287.5
239,2011-04-18,CA,HOUSEHOLD,8736.15,1999,17463563.849999998
240,2011-04-19,CA,FOODS,6302.67,6191,39019829.97
241,2011-04-19,CA,HOBBIES,3734.63,958,3577775.54
242,2011-04-19,CA,HOUSEHOLD,8736.15,1781,15559083.149999999
243,2011-04-20,CA,FOODS,6302.67,5750,36240352.5
244,2011-04-20,CA,HOBBIES,3734.63,1064,3973646.3200000003
245,2011-04-20,CA,HOUSEHOLD,8736.15,1768,15445513.2
246,2011-04-21,CA,FOODS,6302.67,6226,39240423.42
247,2011-04-21,CA,HOBBIES,3734.63,1062,3966177.06
248,2011-04-21,CA,HOUSEHOLD,8736.15,1698,14833982.7
249,2011-04-22,CA,FOODS,6302.67,7532,47471710.44
250,2011-04-22,CA,HOBBIES,3734.63,1209,4515167.67
251,2011-04-22,CA,HOUSEHOLD,8736.15,2226,19446669.9
252,2011-04-23,CA,FOODS,6305.59,9289,58572625.51
253,2011-04-23,CA,HOBBIES,3751.97,1562,5860577.14
254,2011-04-23,CA,HOUSEHOLD,8819.58,2726,24042175.08
255,2011-04-24,CA,FOODS,6305.59,7873,49643910.07
256,2011-04-24,CA,HOBBIES,3751.97,1437,5391580.89
257,2011-04-24,CA,HOUSEHOLD,8819.58,2411,21264007.38
258,2011-04-25,CA,FOODS,6305.59,5458,34415910.22
259,2011-04-25,CA,HOBBIES,3751.97,1575,5909352.75
260,2011-04-25,CA,HOUSEHOLD,8819.58,1832,16157470.56
261,2011-04-26,CA,FOODS,6305.59,5235,33009763.650000002
262,2011-04-26,CA,HOBBIES,3751.97,1256,4712474.319999999
263,2011-04-26,CA,HOUSEHOLD,8819.58,1685,14860992.3
264,2011-04-27,CA,FOODS,6305.59,5143,32429649.37
265,2011-04-27,CA,HOBBIES,3751.97,1366,5125191.02
266,2011-04-27,CA,HOUSEHOLD,8819.58,1626,14340637.08
267,2011-04-28,CA,FOODS,6305.59,5080,32032397.2
268,2011-04-28,CA,HOBBIES,3751.97,1166,4374797.02
269,2011-04-28,CA,HOUSEHOLD,8819.58,1705,15037383.9
270,2011-04-29,CA,FOODS,6305.59,6215,39189241.85
271,2011-04-29,CA,HOBBIES,3751.97,1428,5357813.16
272,2011-04-29,CA,HOUSEHOLD,8819.58,2087,18406463.46
273,2011-04-30,CA,FOODS,6357.92,7761,49343817.12
274,2011-04-30,CA,HOBBIES,3799.96,1989,7558120.44
275,2011-04-30,CA,HOUSEHOLD,8827.53,2678,23640125.340000004
276,2011-05-01,CA,FOODS,6357.92,8817,56057780.64
277,2011-05-01,CA,HOBBIES,3799.96,1628,6186334.88
278,2011-05-01,CA,HOUSEHOLD,8827.53,2552,22527856.560000002
279,2011-05-02,CA,FOODS,6357.92,7151,45465485.92
280,2011-05-02,CA,HOBBIES,3799.96,1355,5148945.8
281,2011-05-02,CA,HOUSEHOLD,8827.53,2151,18988017.03
282,2011-05-03,CA,FOODS,6357.92,7028,44683461.76
283,2011-05-03,CA,HOBBIES,3799.96,1659,6304133.64
284,2011-05-03,CA,HOUSEHOLD,8827.53,1982,17496164.46
285,2011-05-04,CA,FOODS,6357.92,6618,42076714.56
286,2011-05-04,CA,HOBBIES,3799.96,1214,4613151.44
287,2011-05-04,CA,HOUSEHOLD,8827.53,1764,15571762.920000002
288,2011-05-05,CA,FOODS,6357.92,6392,40639824.64
289,2011-05-05,CA,HOBBIES,3799.96,1221,4639751.16
290,2011-05-05,CA,HOUSEHOLD,8827.53,1668,14724320.040000001
291,2011-05-06,CA,FOODS,6357.92,7255,46126709.6
292,2011-05-06,CA,HOBBIES,3799.96,1369,5202145.24
293,2011-05-06,CA,HOUSEHOLD,8827.53,1993,17593267.290000003
294,2011-05-07,CA,FOODS,6371.07,8296,52854396.72
295,2011-05-07,CA,HOBBIES,3864.1,1634,6313939.399999999
296,2011-05-07,CA,HOUSEHOLD,8877.68,2456,21803582.080000002
297,2011-05-08,CA,FOODS,6371.07,7425,47305194.75
298,2011-05-08,CA,HOBBIES,3864.1,1565,6047316.5
299,2011-05-08,CA,HOUSEHOLD,8877.68,2241,19894880.88
300,2011-05-09,CA,FOODS,6371.07,7823,49840880.61
301,2011-05-09,CA,HOBBIES,3864.1,1381,5336322.1
302,2011-05-09,CA,HOUSEHOLD,8877.68,2060,18288020.8
303,2011-05-10,CA,FOODS,6371.07,7331,46706314.169999994
304,2011-05-10,CA,HOBBIES,3864.1,1420,5487022.0
305,2011-05-10,CA,HOUSEHOLD,8877.68,1679,14905624.72
306,2011-05-11,CA,FOODS,6371.07,6192,39449665.44
307,2011-05-11,CA,HOBBIES,3864.1,1520,5873432.0
308,2011-05-11,CA,HOUSEHOLD,8877.68,1858,16494729.440000001
309,2011-05-12,CA,FOODS,6371.07,6087,38780703.089999996
310,2011-05-12,CA,HOBBIES,3864.1,1378,5324729.8
311,2011-05-12,CA,HOUSEHOLD,8877.68,1847,16397074.96
312,2011-05-13,CA,FOODS,6371.07,7195,45839848.65
313,2011-05-13,CA,HOBBIES,3864.1,1547,5977762.7
314,2011-05-13,CA,HOUSEHOLD,8877.68,2236,19850492.48
315,2011-05-14,CA,FOODS,6380.55,8056,51401710.800000004
316,2011-05-14,CA,HOBBIES,3879.75,1663,6452024.25
317,2011-05-14,CA,HOUSEHOLD,8913.52,2777,24752845.040000003
318,2011-05-15,CA,FOODS,6380.55,9040,57680172.0
319,2011-05-15,CA,HOBBIES,3879.75,1676,6502461.0
320,2011-05-15,CA,HOUSEHOLD,8913.52,2833,25252002.16
321,2011-05-16,CA,FOODS,6380.55,6154,39265904.7
322,2011-05-16,CA,HOBBIES,3879.75,1489,5776947.75
323,2011-05-16,CA,HOUSEHOLD,8913.52,1899,16926774.48
324,2011-05-17,CA,FOODS,6380.55,5525,35252538.75
325,2011-05-17,CA,HOBBIES,3879.75,1205,4675098.75
326,2011-05-17,CA,HOUSEHOLD,8913.52,1762,15705622.24
327,2011-05-18,CA,FOODS,6380.55,5333,34027473.15
328,2011-05-18,CA,HOBBIES,3879.75,1250,4849687.5
329,2011-05-18,CA,HOUSEHOLD,8913.52,1675,14930146.0
330,2011-05-19,CA,FOODS,6380.55,5522,35233397.1
331,2011-05-19,CA,HOBBIES,3879.75,1142,4430674.5
332,2011-05-19,CA,HOUSEHOLD,8913.52,1746,15563005.92
333,2011-05-20,CA,FOODS,6380.55,6368,40631342.4
334,2011-05-20,CA,HOBBIES,3879.75,1391,5396732.25
335,2011-05-20,CA,HOUSEHOLD,8913.52,2050,18272716.0
336,2011-05-21,CA,FOODS,6402.57,7670,49107711.9
337,2011-05-21,CA,HOBBIES,3872.52,1730,6699459.6
338,2011-05-21,CA,HOUSEHOLD,8925.3,2607,23268257.099999998
339,2011-05-22,CA,FOODS,6402.57,8251,52827605.07
340,2011-05-22,CA,HOBBIES,3872.52,1488,5762309.76
341,2011-05-22,CA,HOUSEHOLD,8925.3,2562,22866618.599999998
342,2011-05-23,CA,FOODS,6402.57,6266,40118503.62
343,2011-05-23,CA,HOBBIES,3872.52,1308,5065256.16
344,2011-05-23,CA,HOUSEHOLD,8925.3,1772,15815631.6
345,2011-05-24,CA,FOODS,6402.57,5840,37391008.8
346,2011-05-24,CA,HOBBIES,3872.52,1192,4616043.84
347,2011-05-24,CA,HOUSEHOLD,8925.3,1509,13468277.7
348,2011-05-25,CA,FOODS,6402.57,5908,37826383.559999995
349,2011-05-25,CA,HOBBIES,3872.52,1240,4801924.8
350,2011-05-25,CA,HOUSEHOLD,8925.3,1687,15056981.1
351,2011-05-26,CA,FOODS,6402.57,5984,38312978.879999995
352,2011-05-26,CA,HOBBIES,3872.52,1424,5514468.4799999995
353,2011-05-26,CA,HOUSEHOLD,8925.3,1768,15779930.399999999
354,2011-05-27,CA,FOODS,6402.57,6737,43134114.089999996
355,2011-05-27,CA,HOBBIES,3872.52,1543,5975298.36
356,2011-05-27,CA,HOUSEHOLD,8925.3,1951,17413260.299999997
357,2011-05-28,CA,FOODS,6491.76,7177,46591361.52
358,2011-05-28,CA,HOBBIES,3873.89,1578,6112998.42
359,2011-05-28,CA,HOUSEHOLD,8967.08,2204,19763444.32
360,2011-05-29,CA,FOODS,6491.76,7431,48240268.56
361,2011-05-29,CA,HOBBIES,3873.89,1414,5477680.46
362,2011-05-29,CA,HOUSEHOLD,8967.08,2270,20355271.6
363,2011-05-30,CA,FOODS,6491.76,7133,46305724.08
364,2011-05-30,CA,HOBBIES,3873.89,1143,4427856.27
365,2011-05-30,CA,HOUSEHOLD,8967.08,2492,22345963.36
366,2011-05-31,CA,FOODS,6491.76,5700,37003032.0
367,2011-05-31,CA,HOBBIES,3873.89,1111,4303891.79
368,2011-05-31,CA,HOUSEHOLD,8967.08,1932,17324398.56
369,2011-06-01,CA,FOODS,6491.76,6512,42274341.120000005
370,2011-06-01,CA,HOBBIES,3873.89,1122,4346504.58
371,2011-06-01,CA,HOUSEHOLD,8967.08,2028,18185238.24
372,2011-06-02,CA,FOODS,6491.76,6704,43520759.04
373,2011-06-02,CA,HOBBIES,3873.89,1309,5070922.01
374,2011-06-02,CA,HOUSEHOLD,8967.08,1876,16822242.08
375,2011-06-03,CA,FOODS,6491.76,8032,52141816.32
376,2011-06-03,CA,HOBBIES,3873.89,1559,6039394.51
377,2011-06-03,CA,HOUSEHOLD,8967.08,2197,19700674.76
378,2011-06-04,CA,FOODS,6532.3,9277,60600147.1
379,2011-06-04,CA,HOBBIES,3878.54,1415,5488134.1
380,2011-06-04,CA,HOUSEHOLD,9007.85,3038,27365848.3
381,2011-06-05,CA,FOODS,6532.3,9502,62069914.6
382,2011-06-05,CA,HOBBIES,3878.54,1572,6097064.88
383,2011-06-05,CA,HOUSEHOLD,9007.85,2923,26329945.55
384,2011-06-06,CA,FOODS,6532.3,7557,49364591.1
385,2011-06-06,CA,HOBBIES,3878.54,1401,5433834.54
386,2011-06-06,CA,HOUSEHOLD,9007.85,2213,19934372.05
387,2011-06-07,CA,FOODS,6532.3,7367,48123454.1
388,2011-06-07,CA,HOBBIES,3878.54,1221,4735697.34
389,2011-06-07,CA,HOUSEHOLD,9007.85,1901,17123922.85
390,2011-06-08,CA,FOODS,6532.3,7272,47502885.6
391,2011-06-08,CA,HOBBIES,3878.54,1501,5821688.54
392,2011-06-08,CA,HOUSEHOLD,9007.85,1833,16511389.05
393,2011-06-09,CA,FOODS,6532.3,7087,46294410.1
394,2011-06-09,CA,HOBBIES,3878.54,1351,5239907.54
395,2011-06-09,CA,HOUSEHOLD,9007.85,1828,16466349.8
396,2011-06-10,CA,FOODS,6532.3,8226,53734699.800000004
397,2011-06-10,CA,HOBBIES,3878.54,1722,6678845.88
398,2011-06-10,CA,HOUSEHOLD,9007.85,2240,20177584.0
399,2011-06-11,CA,FOODS,6576.65,8099,53264288.349999994
400,2011-06-11,CA,HOBBIES,3896.71,1794,6990697.74
401,2011-06-11,CA,HOUSEHOLD,9007.15,2641,23787883.15
402,2011-06-12,CA,FOODS,6576.65,9616,63241066.4
403,2011-06-12,CA,HOBBIES,3896.71,1254,4886474.34
404,2011-06-12,CA,HOUSEHOLD,9007.15,2746,24733633.9
405,2011-06-13,CA,FOODS,6576.65,7622,50127226.3
406,2011-06-13,CA,HOBBIES,3896.71,1499,5841168.29
407,2011-06-13,CA,HOUSEHOLD,9007.15,2163,19482465.45
408,2011-06-14,CA,FOODS,6576.65,7034,46260156.099999994
409,2011-06-14,CA,HOBBIES,3896.71,1427,5560605.17
410,2011-06-14,CA,HOUSEHOLD,9007.15,1939,17464863.849999998
411,2011-06-15,CA,FOODS,6576.65,7162,47101967.3
